epoch,target_scale,train_scaled_delta_mse,val_scaled_delta_mse,val_MAE_reconstructed_soh,val_RMSE_reconstructed_soh,lr
1,100.0,0.062080798154917134,0.056945763528347015,0.0010110127041116357,0.0023863310925662518,0.0005
2,100.0,0.04895362708525884,0.05150900408625603,0.0008906029397621751,0.0022695595398545265,0.0005
3,100.0,0.04631935103586124,0.048613592982292175,0.0007370503153651953,0.0022048489190638065,0.0005
4,100.0,0.04434025324180081,0.05009643733501434,0.0007583384867757559,0.0022382233291864395,0.0005
5,100.0,0.04404461678881456,0.04836520552635193,0.0006901258020661771,0.002199209062382579,0.0005
6,100.0,0.04332802391227638,0.05070151016116142,0.0007862647762522101,0.0022516995668411255,0.0005
7,100.0,0.04311728755301136,0.055170271545648575,0.0009166038362309337,0.0023488353472203016,0.0005
8,100.0,0.042156484368587696,0.050862669944763184,0.0007656584493815899,0.0022552753798663616,0.0005
9,100.0,0.04225216742845312,0.04698006063699722,0.0006622455548495054,0.0021674884483218193,0.0005
10,100.0,0.042049567926154344,0.05090842768549919,0.0007674230146221817,0.002256289590150118,0.0005
11,100.0,0.04182675968392104,0.048371508717536926,0.0007452643476426601,0.002199352253228426,0.0005
12,100.0,0.04111565862204336,0.047901447862386703,0.0006705259438604116,0.002188639948144555,0.0005
13,100.0,0.04063794829170241,0.05369773507118225,0.0008503941353410482,0.0023172772489488125,0.0005
14,100.0,0.04065630424370025,0.049920324236154556,0.0007305832696147263,0.002234285930171609,0.0005
15,100.0,0.04040431334049128,0.04926608130335808,0.0007074535824358463,0.0022195964120328426,0.0005
16,100.0,0.03970401495667933,0.04800283908843994,0.0006778882816433907,0.002190954750403762,0.0005
17,100.0,0.038885179559804625,0.047891855239868164,0.0006808867328800261,0.002188420621678233,0.0005
