epoch,target_scale,train_scaled_delta_mse,val_scaled_delta_mse,val_MAE_reconstructed_soh,val_RMSE_reconstructed_soh,lr
1,100.0,3.621372867452687,1.9521220922470093,0.007539625279605389,0.013971836306154728,0.0006964510346108782
2,100.0,1.4247739709656815,2.0816104412078857,0.00733264721930027,0.014427787624299526,0.0006964510346108782
3,100.0,1.1676054942196814,1.6237714290618896,0.00673675537109375,0.012742729857563972,0.0006964510346108782
4,100.0,0.970891174982334,1.4546444416046143,0.0062563540413975716,0.012060864828526974,0.0006964510346108782
5,100.0,0.8475614391524217,1.6721786260604858,0.00657627684995532,0.012931275181472301,0.0006964510346108782
6,100.0,0.7645226136363786,1.5837246179580688,0.006536465138196945,0.012584611773490906,0.0006964510346108782
7,100.0,0.683677346747497,1.327842354774475,0.005840924568474293,0.011523203924298286,0.0006964510346108782
8,100.0,0.6648697884946034,2.0880730152130127,0.007448669523000717,0.014450166374444962,0.0006964510346108782
9,100.0,0.5690114710865349,3.165347099304199,0.009383765049278736,0.017791423946619034,0.0006964510346108782
10,100.0,0.5410984921044317,1.9234942197799683,0.006790816783905029,0.013869008980691433,0.0006964510346108782
11,100.0,0.5188508328692666,4.113417625427246,0.010961859486997128,0.020281562581658363,0.0006964510346108782
12,100.0,0.5130695036259191,2.1688363552093506,0.007638520561158657,0.014726970344781876,0.0006964510346108782
13,100.0,0.5098165086631117,1.2776291370391846,0.005518690682947636,0.011303226463496685,0.0006964510346108782
14,100.0,0.4583618165603999,1.4192116260528564,0.0057902345433831215,0.011913067661225796,0.0006964510346108782
15,100.0,0.44785580254834273,1.3564282655715942,0.005656470078974962,0.011646580882370472,0.0006964510346108782
16,100.0,0.43639393669777904,1.3447462320327759,0.005636309273540974,0.011596319265663624,0.0006964510346108782
17,100.0,0.4164976041892479,1.442445158958435,0.0056357174180448055,0.012010185047984123,0.0006964510346108782
18,100.0,0.40754574408818933,1.701002836227417,0.006163617596030235,0.013042250648140907,0.0006964510346108782
19,100.0,0.37863392624361764,1.5411616563796997,0.00586593197658658,0.012414353899657726,0.0006964510346108782
20,100.0,0.3893377445381263,1.5198733806610107,0.0057732886634767056,0.01232831459492445,0.0006964510346108782
21,100.0,0.3680668618658493,1.338546872138977,0.0057766493409872055,0.011569558642804623,0.0006964510346108782
22,100.0,0.35299537037980966,1.7926783561706543,0.006835997570306063,0.013389093801379204,0.0006964510346108782
23,100.0,0.36056929806183124,1.9331461191177368,0.0068207113072276115,0.013903762213885784,0.0006964510346108782
24,100.0,0.3453573874872306,1.2448475360870361,0.005478184670209885,0.011157272383570671,0.0006964510346108782
25,100.0,0.33976497973861364,1.7751574516296387,0.006407295819371939,0.01332350354641676,0.0006964510346108782
26,100.0,0.33426646369284596,1.6527470350265503,0.0059072356671094894,0.012855920009315014,0.0006964510346108782
27,100.0,0.32592591468630167,1.5240223407745361,0.0057713305577635765,0.012345129624009132,0.0006964510346108782
28,100.0,0.3340713500462729,1.3953838348388672,0.0056901732459664345,0.011812636628746986,0.0006964510346108782
29,100.0,0.30721484718137776,1.2419856786727905,0.0056955874897539616,0.011144439689815044,0.0006964510346108782
30,100.0,0.3104341924961271,1.6234698295593262,0.006269470788538456,0.012741546146571636,0.0006964510346108782
31,100.0,0.31092437464615397,1.9406405687332153,0.0069401147775352,0.013930688612163067,0.0006964510346108782
32,100.0,0.3050637589960263,1.4321813583374023,0.005882472265511751,0.011967378668487072,0.0006964510346108782
33,100.0,0.2912477365855513,1.786123514175415,0.006271848455071449,0.01336459256708622,0.0006964510346108782
34,100.0,0.3147314063433943,2.0835635662078857,0.007619526702910662,0.014434555545449257,0.0006964510346108782
35,100.0,0.28866175916688197,1.7822984457015991,0.006385511253029108,0.013350274413824081,0.0006964510346108782
36,100.0,0.2864090316511434,2.369490623474121,0.008713370189070702,0.0153931500390172,0.0006964510346108782
