model,avg_MAE_mean,avg_RMSE_mean,avg_MAPE_percent_mean,std_MAE_mean,worst_MAE_mean,average_Skill_MAE_vs_persistence,average_MAE_improvement_vs_cpmlp,average_MAE_improvement_percent_vs_cpmlp,average_Skill_MAE_vs_cpmlp,horizons_evaluated,selected,selection_rule
cpmlp_cpdsconv_fusion,0.003950129727576705,0.00813708895040456,0.4606051002938679,0.0018484043254208553,0.005257148960456337,0.7749381377779505,,,,2,True,lowest_avg_validation_MAE_then_RMSE_MAPE_stdMAE_skill
persistence,0.017301480628823758,0.03265562633767301,2.150223564388121,0.006973159418620461,0.02223224894002513,0.0,,,,2,False,lowest_avg_validation_MAE_then_RMSE_MAPE_stdMAE_skill
