model,avg_MAE_mean,avg_RMSE_mean,avg_MAPE_percent_mean,std_MAE_mean,worst_MAE_mean,average_Skill_MAE_vs_persistence,average_MAE_improvement_vs_cpmlp,average_MAE_improvement_percent_vs_cpmlp,average_Skill_MAE_vs_cpmlp,horizons_evaluated,selected,selection_rule
cpmlp_cpdsconv_fusion,0.00302800140112817,0.006439604596794233,0.36003599846706136,0.0024336240734653958,0.005545350190718455,0.765704087562105,4.287125971044122e-05,1.5036961185976916,0.015036961185976897,3,True,lowest_avg_validation_MAE_then_RMSE_MAPE_stdMAE_skill
cpmlp,0.003070872660838612,0.006592085237841929,0.3634140916605885,0.00244459602148556,0.00558079553884469,0.7620671529029001,0.0,0.0,0.0,3,False,lowest_avg_validation_MAE_then_RMSE_MAPE_stdMAE_skill
persistence,0.012919467395805809,0.02439570781591174,1.6156311332341329,0.01007618285182733,0.023013745878580284,0.0,-0.009848594734967195,-320.95722747555936,-3.209572274755594,3,False,lowest_avg_validation_MAE_then_RMSE_MAPE_stdMAE_skill
