epoch,target_scale,train_scaled_delta_mse,val_scaled_delta_mse,val_MAE_reconstructed_soh,val_RMSE_reconstructed_soh,lr
1,100.0,3.38962201772762,2.3464338779449463,0.0076596601866185665,0.015318074263632298,0.0005916560570546164
2,100.0,1.3517646887624057,1.819015622138977,0.006399091333150864,0.013487089425325394,0.0005916560570546164
3,100.0,0.973182765714342,1.7946877479553223,0.006434271112084389,0.013396594673395157,0.0005916560570546164
4,100.0,0.7511506563522866,1.413158655166626,0.0057340324856340885,0.011887635104358196,0.0005916560570546164
5,100.0,0.6478289609593267,1.994522213935852,0.00685251597315073,0.014122754335403442,0.0005916560570546164
6,100.0,0.5830270105543306,1.7895169258117676,0.006096223369240761,0.01337728276848793,0.0005916560570546164
7,100.0,0.521179184005167,1.6650495529174805,0.005935018882155418,0.01290367916226387,0.0005916560570546164
8,100.0,0.4694960299767248,1.5836678743362427,0.00610416429117322,0.012584386393427849,0.0005916560570546164
9,100.0,0.43511035696093125,1.5571070909500122,0.005935323424637318,0.012478409335017204,0.0005916560570546164
10,100.0,0.41978779645702896,1.253308892250061,0.005276978015899658,0.011195127852261066,0.0005916560570546164
11,100.0,0.3857501072634212,1.513405680656433,0.005698640830814838,0.012302054092288017,0.0005916560570546164
12,100.0,0.36465387558437196,1.5889936685562134,0.0061486102640628815,0.012605528347194195,0.0005916560570546164
13,100.0,0.3552040381997199,1.2343369722366333,0.005343460477888584,0.01111007109284401,0.0005916560570546164
14,100.0,0.3393973707541511,1.5097681283950806,0.006241674069315195,0.012287262827157974,0.0005916560570546164
15,100.0,0.31817412110845283,1.5064826011657715,0.005865502171218395,0.012273886241018772,0.0005916560570546164
16,100.0,0.3070839850084284,1.3236753940582275,0.0054108742624521255,0.011505109257996082,0.0005916560570546164
17,100.0,0.3147029717339911,1.4497448205947876,0.005803094711154699,0.012040534988045692,0.0005916560570546164
18,100.0,0.28662310345752084,1.5225565433502197,0.005887069273740053,0.012339191511273384,0.0005916560570546164
19,100.0,0.287433058291728,1.419717788696289,0.005583001766353846,0.011915192008018494,0.0005916560570546164
20,100.0,0.2721118923640023,1.4583961963653564,0.005787485744804144,0.012076406739652157,0.0005916560570546164
21,100.0,0.26531259741705443,1.5421587228775024,0.005719917360693216,0.012418367899954319,0.0005916560570546164
22,100.0,0.25878583558698404,1.4296108484268188,0.005734408739954233,0.011956633999943733,0.0005916560570546164
