epoch,target_scale,train_scaled_delta_mse,val_scaled_delta_mse,val_MAE_reconstructed_soh,val_RMSE_reconstructed_soh,lr
1,100.0,2.8495802161295494,3.4034907817840576,0.011453885585069656,0.01844855211675167,0.0005
2,100.0,1.0950767986971344,2.3140487670898438,0.007217966020107269,0.015211997553706169,0.0005
3,100.0,0.8620682847778074,2.060507297515869,0.006878769025206566,0.014354467391967773,0.0005
4,100.0,0.7009917351031004,1.7708173990249634,0.007137693464756012,0.013307206332683563,0.0005
5,100.0,0.612534673734028,1.561726450920105,0.005884894169867039,0.012496905401349068,0.0005
6,100.0,0.5436274810047081,1.8532410860061646,0.006538330111652613,0.013613379560410976,0.0005
7,100.0,0.48888382096264904,1.564087152481079,0.006146710366010666,0.012506346218287945,0.0005
8,100.0,0.4527183830791573,2.26842999458313,0.007593811489641666,0.01506130862981081,0.0005
9,100.0,0.4193807393044929,1.5152885913848877,0.00574470404535532,0.012309705838561058,0.0005
10,100.0,0.3878674472229057,1.748692512512207,0.006177722476422787,0.013223813846707344,0.0005
11,100.0,0.3442643331614602,1.6910414695739746,0.006315761245787144,0.013004004955291748,0.0005
12,100.0,0.3375045593219343,1.7227579355239868,0.005936546716839075,0.013125387020409107,0.0005
13,100.0,0.3134054431099866,2.312854766845703,0.0076897600665688515,0.01520807296037674,0.0005
14,100.0,0.3075534023571913,1.6369127035140991,0.006493652705103159,0.012794188223779202,0.0005
15,100.0,0.2997691753977505,1.4819538593292236,0.005847390275448561,0.012173552066087723,0.0005
16,100.0,0.28402979330860306,1.6884716749191284,0.006044316571205854,0.012994120828807354,0.0005
17,100.0,0.2679907906820573,2.002157688140869,0.007296573370695114,0.014149763621389866,0.0005
