model,avg_MAE_mean,avg_RMSE_mean,avg_MAPE_percent_mean,std_MAE_mean,worst_MAE_mean,average_Skill_MAE_vs_persistence,average_MAE_improvement_vs_cpmlp,average_MAE_improvement_percent_vs_cpmlp,average_Skill_MAE_vs_cpmlp,horizons_evaluated,selected,selection_rule
cpmlp_cpdsconv_fusion,0.004188465923225819,0.008993106948981285,0.5030466133950172,0.0019483805457998324,0.005566179019492828,0.7726329626969,0.00021099236257153493,5.060761658653138,0.05060761658653139,2,True,lowest_avg_validation_MAE_then_RMSE_MAPE_stdMAE_skill
cpmlp,0.004399458285797355,0.00922783660644902,0.5295966839563218,0.0019688802339680655,0.00579166685058033,0.7601752241837099,0.0,0.0,0.0,2,False,lowest_avg_validation_MAE_then_RMSE_MAPE_stdMAE_skill
persistence,0.01815134935444459,0.033997184997968014,2.274428900631697,0.007243276961296448,0.023273119611789597,0.0,-0.013751891068647232,-318.1527705844173,-3.1815277058441724,2,False,lowest_avg_validation_MAE_then_RMSE_MAPE_stdMAE_skill
