epoch,target_scale,train_scaled_delta_mse,val_scaled_delta_mse,val_MAE_reconstructed_soh,val_RMSE_reconstructed_soh,lr
1,100.0,0.5515888169371995,0.9085747003555298,0.005151989869773388,0.009531918913125992,0.0005916560570546164
2,100.0,0.2943016585670621,0.6919306516647339,0.004358799196779728,0.008318237029016018,0.0005916560570546164
3,100.0,0.23374612863775293,0.9119225144386292,0.006024555768817663,0.009549463167786598,0.0005916560570546164
4,100.0,0.21052467822729823,1.323943018913269,0.0076947626657783985,0.011506272479891777,0.0005916560570546164
5,100.0,0.18558436772414896,0.6615428328514099,0.004091525450348854,0.00813352782279253,0.0005916560570546164
6,100.0,0.16405072682645433,0.5485880970954895,0.004163870122283697,0.007406672928482294,0.0005916560570546164
7,100.0,0.1597288553950279,0.7575413584709167,0.005738298874348402,0.008703685365617275,0.0005916560570546164
8,100.0,0.14463189671618182,0.5860981345176697,0.003692035563290119,0.007655704393982887,0.0005916560570546164
9,100.0,0.13787996489181217,0.6403732895851135,0.003856347408145666,0.008002332411706448,0.0005916560570546164
10,100.0,0.13256652156860474,0.5774080753326416,0.0036624851636588573,0.007598737254738808,0.0005916560570546164
11,100.0,0.1261004421564227,0.7049928903579712,0.005132013466209173,0.008396385237574577,0.0005916560570546164
12,100.0,0.1199992965539408,0.7107750177383423,0.0036679233890026808,0.00843074731528759,0.0005916560570546164
13,100.0,0.11917214109035808,0.5314918160438538,0.0033893254585564137,0.007290348876267672,0.0005916560570546164
14,100.0,0.1122752313166797,0.49261394143104553,0.0031296468805521727,0.0070186457596719265,0.0005916560570546164
15,100.0,0.1111363069779436,0.6420158743858337,0.0034932629205286503,0.008012589067220688,0.0005916560570546164
16,100.0,0.10774037377638467,0.8649930357933044,0.005457062739878893,0.00930050015449524,0.0005916560570546164
17,100.0,0.10521776913108831,0.47717729210853577,0.0032504815608263016,0.006907802540808916,0.0005916560570546164
18,100.0,0.10329695964574144,0.4922336935997009,0.0031934690196067095,0.007015937007963657,0.0005916560570546164
19,100.0,0.10082062717628723,0.561853289604187,0.003903687233105302,0.00749568734318018,0.0005916560570546164
20,100.0,0.09995609539043407,0.5254441499710083,0.003449363401159644,0.007248752750456333,0.0005916560570546164
21,100.0,0.10005682486960098,0.5785114169120789,0.003506089560687542,0.0076059941202402115,0.0005916560570546164
22,100.0,0.09671631662224352,0.5941540002822876,0.004674631170928478,0.007708138786256313,0.0005916560570546164
23,100.0,0.09537924126196883,0.5020954608917236,0.003236699616536498,0.007085869554430246,0.0005916560570546164
24,100.0,0.09666574973935663,0.5406757593154907,0.0039040320552885532,0.007353066001087427,0.0005916560570546164
25,100.0,0.09272243068557241,0.7519440054893494,0.005539229139685631,0.008671469986438751,0.0005916560570546164
26,100.0,0.0904090950898856,0.5255314111709595,0.0035226410254836082,0.007249354384839535,0.0005916560570546164
