epoch,target_scale,train_scaled_delta_mse,val_scaled_delta_mse,val_MAE_reconstructed_soh,val_RMSE_reconstructed_soh,lr
1,100.0,2.4725141280948,1.9345759153366089,0.006609832867980003,0.013908902183175087,0.0005916560570546164
2,100.0,1.2275897069077317,2.029573917388916,0.006578308064490557,0.014246311038732529,0.0005916560570546164
3,100.0,0.9408493526645476,1.8336230516433716,0.006165546365082264,0.01354113407433033,0.0005916560570546164
4,100.0,0.8210696050503443,1.9776521921157837,0.006472317967563868,0.014062901958823204,0.0005916560570546164
5,100.0,0.7275952593382717,1.574154257774353,0.005590768065303564,0.012546530924737453,0.0005916560570546164
6,100.0,0.6738633274048381,1.7398425340652466,0.0061060842126607895,0.013190308585762978,0.0005916560570546164
7,100.0,0.60126966884049,1.8906599283218384,0.006724427919834852,0.013750127516686916,0.0005916560570546164
8,100.0,0.5501978756007502,1.9927520751953125,0.006989330053329468,0.014116487465798855,0.0005916560570546164
9,100.0,0.5191326693139047,2.0944623947143555,0.007373804226517677,0.01447225734591484,0.0005916560570546164
10,100.0,0.5106775000837634,1.5360851287841797,0.0057274713180959225,0.0123938899487257,0.0005916560570546164
11,100.0,0.46773571649983353,1.8339416980743408,0.005872993730008602,0.01354231033474207,0.0005916560570546164
12,100.0,0.4504759666791566,2.028320550918579,0.007276873104274273,0.014241911470890045,0.0005916560570546164
13,100.0,0.4351449498074274,1.93140709400177,0.006858351640403271,0.013897507451474667,0.0005916560570546164
14,100.0,0.4149081778715063,1.5643261671066284,0.005727591458708048,0.0125073017552495,0.0005916560570546164
15,100.0,0.3967789022499541,1.7472577095031738,0.005997858010232449,0.01321838703006506,0.0005916560570546164
16,100.0,0.38279960890043857,1.683139443397522,0.005781817715615034,0.012973587028682232,0.0005916560570546164
17,100.0,0.3787708827273639,1.8076119422912598,0.006590772420167923,0.013444745913147926,0.0005916560570546164
