epoch,target_scale,train_scaled_delta_mse,val_scaled_delta_mse,val_MAE_reconstructed_soh,val_RMSE_reconstructed_soh,lr
1,100.0,0.6633822341912052,0.5878147482872009,0.0039492035284638405,0.0076669082045555115,0.0005916560570546164
2,100.0,0.32862518107531224,0.5868224501609802,0.003368575358763337,0.007660433184355497,0.0005916560570546164
3,100.0,0.26591761775162753,0.7414432764053345,0.0036980537697672844,0.008610710501670837,0.0005916560570546164
4,100.0,0.23650186577317667,0.419773668050766,0.0030239298939704895,0.006478994153439999,0.0005916560570546164
5,100.0,0.2136832593693113,0.5138168334960938,0.004310698248445988,0.007168101612478495,0.0005916560570546164
6,100.0,0.19143034690724953,0.3775649070739746,0.00269112316891551,0.006144631188362837,0.0005916560570546164
7,100.0,0.1748693286057967,0.5631285905838013,0.004212080035358667,0.007504189852625132,0.0005916560570546164
8,100.0,0.16436598871099656,0.41544586420059204,0.0028879945166409016,0.006445508915930986,0.0005916560570546164
9,100.0,0.15194804116538693,0.7069367170333862,0.005151782184839249,0.008407953195273876,0.0005916560570546164
10,100.0,0.1479522226707769,0.6744320392608643,0.004507372155785561,0.008212381042540073,0.0005916560570546164
11,100.0,0.1390470989891106,0.4689280390739441,0.003391445614397526,0.006847832817584276,0.0005916560570546164
12,100.0,0.131890390130064,0.5820839405059814,0.0034530365373939276,0.007629442494362593,0.0005916560570546164
13,100.0,0.1297910311449395,0.43954336643218994,0.0028630837332457304,0.006629807408899069,0.0005916560570546164
14,100.0,0.12200506421702527,0.48378846049308777,0.0032628255430608988,0.006955490447580814,0.0005916560570546164
15,100.0,0.12007876886625071,0.5375819802284241,0.0031748879700899124,0.007331998087465763,0.0005916560570546164
16,100.0,0.11370641680523044,0.5427378416061401,0.003899193136021495,0.007367074489593506,0.0005916560570546164
17,100.0,0.11261109071688688,0.5630483031272888,0.003582107136026025,0.007503654807806015,0.0005916560570546164
18,100.0,0.10812682611867785,0.5158011317253113,0.0030965094920247793,0.007181929890066385,0.0005916560570546164
