epoch,target_scale,train_scaled_delta_mse,val_scaled_delta_mse,val_MAE_reconstructed_soh,val_RMSE_reconstructed_soh,lr
1,100.0,2.202624864239853,1.3321737051010132,0.006259480491280556,0.011541983112692833,0.00043281262440769485
2,100.0,1.0334315627196207,1.5162783861160278,0.006460584234446287,0.012313725426793098,0.00043281262440769485
3,100.0,0.8009385148367046,1.3845168352127075,0.00616453867405653,0.011766549199819565,0.00043281262440769485
4,100.0,0.6222823842382822,1.7591826915740967,0.00647242646664381,0.013263417407870293,0.00043281262440769485
5,100.0,0.5269997282607788,1.8157626390457153,0.006504090968519449,0.01347502414137125,0.00043281262440769485
6,100.0,0.47149570108205724,1.2587827444076538,0.005624584387987852,0.011219548992812634,0.00043281262440769485
7,100.0,0.4177846086980507,1.4053571224212646,0.005812985356897116,0.011854775249958038,0.00043281262440769485
8,100.0,0.3725315396183004,1.4955720901489258,0.006131525617092848,0.012229358777403831,0.00043281262440769485
9,100.0,0.3543599078992608,1.2100765705108643,0.005565410479903221,0.011000348255038261,0.00043281262440769485
10,100.0,0.314409992766082,1.4027578830718994,0.005975796841084957,0.011843807995319366,0.00043281262440769485
11,100.0,0.30201347092226005,1.5110058784484863,0.006207985337823629,0.012292297556996346,0.00043281262440769485
12,100.0,0.2826386500371747,1.2472305297851562,0.0053788102231919765,0.011167947202920914,0.00043281262440769485
13,100.0,0.2771565188799211,1.3700052499771118,0.005703897215425968,0.011704722419381142,0.00043281262440769485
14,100.0,0.25725040629480395,1.5514780282974243,0.0061836387030780315,0.012455834075808525,0.00043281262440769485
15,100.0,0.24574873236757708,1.3447989225387573,0.005914681125432253,0.01159654650837183,0.00043281262440769485
16,100.0,0.2381595027013469,1.3555947542190552,0.0061342413537204266,0.01164300087839365,0.00043281262440769485
17,100.0,0.22271617766505072,1.3094240427017212,0.0055563622154295444,0.011443006806075573,0.00043281262440769485
18,100.0,0.21688396735976645,1.4720803499221802,0.005867415107786655,0.012132932431995869,0.00043281262440769485
19,100.0,0.2080137202864942,1.589792013168335,0.006131166126579046,0.012608694843947887,0.00043281262440769485
20,100.0,0.2055308547664861,1.2517980337142944,0.005546539556235075,0.011188377626240253,0.00043281262440769485
21,100.0,0.2025066424222266,1.2233000993728638,0.005568515509366989,0.011060290038585663,0.00043281262440769485
22,100.0,0.1978587357100739,1.2466864585876465,0.005646536126732826,0.011165511794388294,0.00043281262440769485
23,100.0,0.18425636607398238,1.1657310724258423,0.00521192466840148,0.01079690270125866,0.00043281262440769485
24,100.0,0.1814238958420735,1.261538028717041,0.005745750851929188,0.011231821961700916,0.00043281262440769485
25,100.0,0.18071066244240974,1.4196099042892456,0.005674023646861315,0.011914738453924656,0.00043281262440769485
26,100.0,0.1693300200020372,1.2597367763519287,0.005469524767249823,0.011223799549043179,0.00043281262440769485
27,100.0,0.17529403819277484,1.1607582569122314,0.005358745343983173,0.010773848742246628,0.00043281262440769485
28,100.0,0.1658679961521786,1.2947386503219604,0.005883228965103626,0.011378657072782516,0.00043281262440769485
29,100.0,0.16279609870676648,1.1571080684661865,0.005198606289923191,0.010756895877420902,0.00043281262440769485
30,100.0,0.16268370267264126,2.0900113582611084,0.007605464197695255,0.014456871896982193,0.00043281262440769485
31,100.0,0.159682928985491,1.2648189067840576,0.005449401680380106,0.01124641764909029,0.00043281262440769485
32,100.0,0.15656263064962714,1.1509473323822021,0.005279534962028265,0.010728221386671066,0.00043281262440769485
33,100.0,0.15453516767136077,1.5217889547348022,0.0062087825499475,0.012336080893874168,0.00043281262440769485
34,100.0,0.148239904505179,1.185383677482605,0.006111900322139263,0.010887532494962215,0.00043281262440769485
35,100.0,0.14750350796078382,1.1567825078964233,0.0052538844756782055,0.010755381546914577,0.00043281262440769485
36,100.0,0.14674390666508233,1.0327898263931274,0.005052137188613415,0.010162627324461937,0.00043281262440769485
37,100.0,0.13931628373211266,1.1970510482788086,0.005506801884621382,0.010940982960164547,0.00043281262440769485
38,100.0,0.14040823329989,1.2345173358917236,0.005690784193575382,0.011110884137451649,0.00043281262440769485
39,100.0,0.1353731376180832,1.2960938215255737,0.005933349020779133,0.011384611018002033,0.00043281262440769485
40,100.0,0.13395816665480267,1.1712864637374878,0.005258119665086269,0.01082259975373745,0.00043281262440769485
41,100.0,0.1325899530041439,1.3132020235061646,0.005575908813625574,0.011459503322839737,0.00043281262440769485
42,100.0,0.13177129544311295,1.1862244606018066,0.005501122679561377,0.010891392827033997,0.00043281262440769485
43,100.0,0.12778077532181306,1.2329462766647339,0.005499371327459812,0.011103811673820019,0.00043281262440769485
44,100.0,0.12207238159180202,1.2445061206817627,0.005806579254567623,0.011155743151903152,0.00043281262440769485
45,100.0,0.12455486185122297,1.0642050504684448,0.005166214890778065,0.0103160310536623,0.00043281262440769485
46,100.0,0.12108817646590105,1.1227055788040161,0.005286892410367727,0.010595779865980148,0.00043281262440769485
47,100.0,0.11775188556871505,1.07297945022583,0.004979882854968309,0.010358472354710102,0.00043281262440769485
48,100.0,0.11736554726219002,1.1635538339614868,0.005494551733136177,0.010786815546452999,0.00043281262440769485
49,100.0,0.11622618926115288,1.1575430631637573,0.0051761651411652565,0.010758917778730392,0.00043281262440769485
