model,avg_MAE_mean,avg_RMSE_mean,avg_MAPE_percent_mean,std_MAE_mean,worst_MAE_mean,average_Skill_MAE_vs_persistence,average_MAE_improvement_vs_cpmlp,average_MAE_improvement_percent_vs_cpmlp,average_Skill_MAE_vs_cpmlp,horizons_evaluated,selected,selection_rule
cpmlp_cpdsconv_fusion,0.004004863238265531,0.008740245471662696,0.4854517949991634,0.001826408618702963,0.005296329157767951,0.7796697881138962,0.00026456203384267007,5.993854525880453,0.05993854525880454,2,True,lowest_avg_validation_MAE_then_RMSE_MAPE_stdMAE_skill
cpmlp,0.004269425272108201,0.008910178756291765,0.5059975658639103,0.001950776918484037,0.00564883285975046,0.7652813116481657,0.0,0.0,0.0,2,False,lowest_avg_validation_MAE_then_RMSE_MAPE_stdMAE_skill
persistence,0.017948461995300743,0.03378879002572184,2.2481921019342312,0.007163393165003783,0.023013745878580284,0.0,-0.013679036723192543,-327.3989561173877,-3.273989561173877,2,False,lowest_avg_validation_MAE_then_RMSE_MAPE_stdMAE_skill
